experiment_num,timestamp,soc_config,scheduler,workload_name,job_list,job_probabilities,ave_latency,average_concurrent_jobs,completed_jobs,cumulative_execution_time,data_colocated,data_forwarded,data_from_memory,deadlines_met,deadlines_missed,edp,execution_time,injected_jobs,memory_bandwidth,num_RELIEF_forwards,num_colocations,num_forwards,task_runtime_variance,time_moving_memory,total_energy
11,2025-12-04 14:59:26,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,LL,single_gru,"[[0,0,1,0,0]]",[],2939.0,1.0,1,2939.0,4653056,0,9502720,1,0,1.82,2939.0,1,8000,0,71,0,,0,0.000619
12,2025-12-04 14:59:27,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,LL,single_harris,"[[0,0,0,1,0]]",[],6853.0,1.0,1,6853.0,262144,507904,672636,1,0,12.34,6853.0,1,8000,0,4,8,,0,0.0018
13,2025-12-04 14:59:27,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,LL,single_lstm,"[[0,0,0,0,1]]",[],4058.0,1.0,1,4058.0,3080192,0,13172736,1,0,3.36,4058.0,1,8000,0,47,0,,0,0.000828
14,2025-12-04 14:59:28,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,LL,mixed_balanced,"[[1,1,1,1,1]]",[],15227.0,2.8,5,76135.0,7995392,1032192,25775128,2,3,201.09,27214.0,5,8000,0,122,16,97294974,0,0.007389
15,2025-12-04 14:59:29,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,LL,mixed_vision_heavy,"[[2,2,0,2,0]]",[],27192.333333,3.0,6,163154.0,655360,2506752,5625904,0,6,784.06,54652.0,6,8000,0,10,39,158311469,0,0.014346
16,2025-12-04 14:59:30,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,LL,mixed_ml_heavy,"[[0,0,2,0,2]]",[],16591.5,2.5,4,66366.0,3080192,0,57737216,0,4,55.35,16634.0,4,8000,0,47,0,1242,0,0.003327
17,2025-12-04 14:59:31,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,GEDF_D,single_canny,"[[1,0,0,0,0]]",[],4041.0,1.0,1,4041.0,262144,507904,148144,1,0,4.34,4041.0,1,8000,0,4,8,,0,0.001074
18,2025-12-04 14:59:32,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,GEDF_D,single_deblur,"[[0,1,0,0,0]]",[],16560.0,1.0,1,16560.0,0,1687552,345580,1,0,72.89,16560.0,1,8000,0,0,26,,0,0.004402
19,2025-12-04 14:59:32,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,GEDF_D,single_gru,"[[0,0,1,0,0]]",[],2818.0,1.0,1,2818.0,5636096,0,8519680,1,0,1.69,2818.0,1,8000,0,86,0,,0,0.000599
20,2025-12-04 14:59:33,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,GEDF_D,single_harris,"[[0,0,0,1,0]]",[],7204.0,1.0,1,7204.0,262144,638976,541564,1,0,13.39,7204.0,1,8000,0,4,10,,0,0.001859
21,2025-12-04 14:59:33,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,GEDF_D,single_lstm,"[[0,0,0,0,1]]",[],3853.0,1.0,1,3853.0,4128768,0,12124160,1,0,3.06,3853.0,1,8000,0,63,0,,0,0.000794
22,2025-12-04 14:59:34,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,GEDF_D,mixed_balanced,"[[1,1,1,1,1]]",[],10711.2,2.8,5,53556.0,10223616,1556480,23022616,4,1,181.5,25632.0,5,8000,0,156,24,69589191,0,0.007081
23,2025-12-04 14:59:35,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,GEDF_D,mixed_vision_heavy,"[[2,2,0,2,0]]",[],24918.333333,3.0,6,149510.0,917504,2179072,5691440,2,4,732.95,52742.0,6,8000,0,14,34,352902017,0,0.013897
24,2025-12-04 14:59:36,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,GEDF_D,mixed_ml_heavy,"[[0,0,2,0,2]]",[],15368.0,2.5,4,61472.0,5242880,0,55574528,0,4,53.85,16387.0,4,8000,0,80,0,1343604,0,0.003286
25,2025-12-04 14:59:37,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,GEDF_N,single_canny,"[[1,0,0,0,0]]",[],4018.0,1.0,1,4018.0,327680,573440,17072,1,0,4.29,4018.0,1,8000,0,5,9,,0,0.001069
26,2025-12-04 14:59:37,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,GEDF_N,single_deblur,"[[0,1,0,0,0]]",[],16560.0,1.0,1,16560.0,0,1687552,345580,1,0,72.89,16560.0,1,8000,0,0,26,,0,0.004402
27,2025-12-04 14:59:38,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,GEDF_N,single_gru,"[[0,0,1,0,0]]",[],2939.0,1.0,1,2939.0,4653056,0,9502720,1,0,1.82,2939.0,1,8000,0,71,0,,0,0.000619
28,2025-12-04 14:59:39,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,GEDF_N,single_harris,"[[0,0,0,1,0]]",[],6853.0,1.0,1,6853.0,262144,507904,672636,1,0,12.34,6853.0,1,8000,0,4,8,,0,0.0018
29,2025-12-04 14:59:39,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,GEDF_N,single_lstm,"[[0,0,0,0,1]]",[],4058.0,1.0,1,4058.0,3080192,0,13172736,1,0,3.36,4058.0,1,8000,0,47,0,,0,0.000828
30,2025-12-04 14:59:40,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,GEDF_N,mixed_balanced,"[[1,1,1,1,1]]",[],13250.4,2.8,5,66252.0,7995392,1097728,25709592,3,2,181.65,25696.0,5,8000,0,122,17,82961190,0,0.007069
31,2025-12-04 14:59:41,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,GEDF_N,mixed_vision_heavy,"[[2,2,0,2,0]]",[],26830.0,3.0,6,160980.0,655360,2637824,5494832,1,5,782.8,54672.0,6,8000,0,10,41,211285687,0,0.014318
32,2025-12-04 14:59:42,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,GEDF_N,mixed_ml_heavy,"[[0,0,2,0,2]]",[],16574.5,2.5,4,66298.0,3276800,0,57540608,0,4,55.23,16617.0,4,8000,0,50,0,1242,0,0.003324
33,2025-12-04 14:59:43,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,HetSched,single_canny,"[[1,0,0,0,0]]",[],4041.0,1.0,1,4041.0,262144,507904,148144,1,0,4.34,4041.0,1,8000,0,4,8,,0,0.001074
34,2025-12-04 14:59:43,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,HetSched,single_deblur,"[[0,1,0,0,0]]",[],16560.0,1.0,1,16560.0,0,1687552,345580,1,0,72.89,16560.0,1,8000,0,0,26,,0,0.004402
35,2025-12-04 14:59:44,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,HetSched,single_gru,"[[0,0,1,0,0]]",[],2377.0,1.0,1,2377.0,7274496,0,6881280,1,0,1.25,2377.0,1,8000,0,111,0,,0,0.000525
36,2025-12-04 14:59:45,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,HetSched,single_harris,"[[0,0,0,1,0]]",[],7204.0,1.0,1,7204.0,262144,638976,541564,1,0,13.39,7204.0,1,8000,0,4,10,,0,0.001859
37,2025-12-04 14:59:45,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,HetSched,single_lstm,"[[0,0,0,0,1]]",[],3361.0,1.0,1,3361.0,5701632,0,10551296,1,0,2.39,3361.0,1,8000,0,87,0,,0,0.000712
38,2025-12-04 14:59:46,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,HetSched,mixed_balanced,"[[1,1,1,1,1]]",[],11833.2,2.8,5,59166.0,13238272,1163264,20401176,3,2,176.01,25282.0,5,8000,0,202,18,81852149,0,0.006962
39,2025-12-04 14:59:47,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,HetSched,mixed_vision_heavy,"[[2,2,0,2,0]]",[],26294.166667,3.0,6,157765.0,786432,2441216,5560368,1,5,757.22,53619.0,6,8000,0,12,38,272734309,0,0.014122
40,2025-12-04 14:59:48,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,HetSched,mixed_ml_heavy,"[[0,0,2,0,2]]",[],6941.25,2.5,4,27765.0,25690112,0,35127296,2,2,28.23,11466.0,4,8000,0,392,0,14893305,0,0.002462
41,2025-12-04 14:59:49,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,FCFS,single_canny,"[[1,0,0,0,0]]",[],4041.0,1.0,1,4041.0,262144,507904,148144,1,0,4.34,4041.0,1,8000,0,4,8,,0,0.001074
42,2025-12-04 14:59:49,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,FCFS,single_deblur,"[[0,1,0,0,0]]",[],16560.0,1.0,1,16560.0,0,1687552,345580,1,0,72.89,16560.0,1,8000,0,0,26,,0,0.004402
43,2025-12-04 14:59:50,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,FCFS,single_gru,"[[0,0,1,0,0]]",[],2818.0,1.0,1,2818.0,5636096,0,8519680,1,0,1.69,2818.0,1,8000,0,86,0,,0,0.000599
44,2025-12-04 14:59:51,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,FCFS,single_harris,"[[0,0,0,1,0]]",[],7204.0,1.0,1,7204.0,262144,638976,541564,1,0,13.39,7204.0,1,8000,0,4,10,,0,0.001859
45,2025-12-04 14:59:51,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,FCFS,single_lstm,"[[0,0,0,0,1]]",[],3853.0,1.0,1,3853.0,4128768,0,12124160,1,0,3.06,3853.0,1,8000,0,63,0,,0,0.000794
46,2025-12-04 14:59:52,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,FCFS,mixed_balanced,"[[1,1,1,1,1]]",[],11308.4,2.8,5,56542.0,10223616,1490944,23088152,4,1,181.34,25641.0,5,8000,0,156,23,69031859,0,0.007072
47,2025-12-04 14:59:53,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,FCFS,mixed_vision_heavy,"[[2,2,0,2,0]]",[],24918.333333,3.0,6,149510.0,917504,2179072,5691440,2,4,732.95,52742.0,6,8000,0,14,34,352902017,0,0.013897
48,2025-12-04 14:59:54,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,FCFS,mixed_ml_heavy,"[[0,0,2,0,2]]",[],15368.0,2.5,4,61472.0,5242880,0,55574528,0,4,53.85,16387.0,4,8000,0,80,0,1343604,0,0.003286
49,2025-12-04 14:59:55,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,RELIEF,single_canny,"[[1,0,0,0,0]]",[],3234.0,1.0,1,3234.0,262144,638976,17072,1,0,3.03,3234.0,1,8000,12,4,10,,0,0.000938
50,2025-12-04 14:59:55,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,RELIEF,single_deblur,"[[0,1,0,0,0]]",[],16560.0,1.0,1,16560.0,0,1687552,345580,1,0,72.89,16560.0,1,8000,22,0,26,,0,0.004402
51,2025-12-04 14:59:56,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,RELIEF,single_gru,"[[0,0,1,0,0]]",[],1637.0,1.0,1,1637.0,7274496,2031616,4849664,1,0,0.66,1637.0,1,8000,120,111,31,,0,0.000401
52,2025-12-04 14:59:57,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,RELIEF,single_harris,"[[0,0,0,1,0]]",[],3991.0,1.0,1,3991.0,262144,901120,279420,1,0,5.17,3991.0,1,8000,17,4,14,,0,0.001296
53,2025-12-04 14:59:57,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,RELIEF,single_lstm,"[[0,0,0,0,1]]",[],2169.0,1.0,1,2169.0,7274496,1048576,7929856,1,0,1.11,2169.0,1,8000,128,111,16,,0,0.000512
54,2025-12-04 14:59:58,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,RELIEF,mixed_balanced,"[[1,1,1,1,1]]",[],7473.4,2.8,5,37367.0,15138816,4947968,14715928,4,1,103.46,17803.0,5,8000,285,231,76,35789210,0,0.005811
55,2025-12-04 14:59:59,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,RELIEF,mixed_vision_heavy,"[[2,2,0,2,0]]",[],14751.833333,3.0,6,88511.0,917504,3276800,4593712,4,2,300.15,29856.0,6,8000,74,14,51,71237132,0,0.010053
56,2025-12-04 15:00:01,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,RELIEF,mixed_ml_heavy,"[[0,0,2,0,2]]",[],20896.75,2.5,4,83587.0,11534336,1245184,48037888,0,4,84.7,20932.0,4,8000,173,176,19,1135,0,0.004046
57,2025-12-04 15:00:01,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,LL,single_canny,"[[1,0,0,0,0]]",[],3234.0,1.0,1,3234.0,262144,638976,17072,1,0,3.03,3234.0,1,8000,0,4,10,,0,0.000938
58,2025-12-04 15:00:02,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,LL,single_deblur,"[[0,1,0,0,0]]",[],16560.0,1.0,1,16560.0,0,1687552,345580,1,0,72.89,16560.0,1,8000,0,0,26,,0,0.004402
59,2025-12-04 15:00:02,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,LL,single_gru,"[[0,0,1,0,0]]",[],1637.0,1.0,1,1637.0,7274496,2031616,4849664,1,0,0.66,1637.0,1,8000,0,111,31,,0,0.000401
60,2025-12-04 15:00:03,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,LL,single_harris,"[[0,0,0,1,0]]",[],3991.0,1.0,1,3991.0,262144,901120,279420,1,0,5.17,3991.0,1,8000,0,4,14,,0,0.001296
61,2025-12-04 15:00:04,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,LL,single_lstm,"[[0,0,0,0,1]]",[],5032.0,1.0,1,5032.0,4390912,1114112,10747904,1,0,4.99,5032.0,1,8000,0,67,17,,0,0.000992
62,2025-12-04 15:00:05,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,LL,mixed_balanced,"[[1,1,1,1,1]]",[],8362.2,2.8,5,41811.0,11796480,4489216,18517016,4,1,101.48,17640.0,5,8000,0,180,69,21484857,0,0.005753
63,2025-12-04 15:00:06,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,LL,mixed_vision_heavy,"[[2,2,0,2,0]]",[],14098.666667,3.0,6,84592.0,851968,3604480,4331568,4,2,331.46,31708.0,6,8000,0,13,56,74671154,0,0.010454
64,2025-12-04 15:00:07,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,LL,mixed_ml_heavy,"[[0,0,2,0,2]]",[],23755.75,2.5,4,95023.0,3801088,1835008,55181312,0,4,107.67,23791.0,4,8000,0,58,28,1135,0,0.004526
65,2025-12-04 15:00:07,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_D,single_canny,"[[1,0,0,0,0]]",[],3234.0,1.0,1,3234.0,262144,638976,17072,1,0,3.03,3234.0,1,8000,0,4,10,,0,0.000938
66,2025-12-04 15:00:08,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_D,single_deblur,"[[0,1,0,0,0]]",[],16560.0,1.0,1,16560.0,0,1687552,345580,1,0,72.89,16560.0,1,8000,0,0,26,,0,0.004402
67,2025-12-04 15:00:09,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_D,single_gru,"[[0,0,1,0,0]]",[],1907.0,1.0,1,1907.0,6619136,1638400,5898240,1,0,0.85,1907.0,1,8000,0,101,25,,0,0.000446
68,2025-12-04 15:00:09,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_D,single_harris,"[[0,0,0,1,0]]",[],3991.0,1.0,1,3991.0,196608,901120,344956,1,0,5.17,3991.0,1,8000,0,3,14,,0,0.001296
69,2025-12-04 15:00:10,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_D,single_lstm,"[[0,0,0,0,1]]",[],4003.0,1.0,1,4003.0,4063232,1572864,10616832,1,0,3.28,4003.0,1,8000,0,62,24,,0,0.000819
70,2025-12-04 15:00:11,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_D,mixed_balanced,"[[1,1,1,1,1]]",[],7557.6,2.8,5,37788.0,11141120,5275648,18385944,4,1,115.93,19181.0,5,8000,0,170,81,37960941,0,0.006044
71,2025-12-04 15:00:12,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_D,mixed_vision_heavy,"[[2,2,0,2,0]]",[],12751.666667,3.0,6,76510.0,524288,3538944,4724784,4,2,283.11,28504.0,6,8000,0,8,55,84969940,0,0.009932
72,2025-12-04 15:00:13,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_D,mixed_ml_heavy,"[[0,0,2,0,2]]",[],20558.0,2.5,4,82232.0,3145728,2555904,55115776,0,4,88.03,21368.0,4,8000,0,48,39,835986,0,0.00412
73,2025-12-04 15:00:14,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_N,single_canny,"[[1,0,0,0,0]]",[],3234.0,1.0,1,3234.0,262144,638976,17072,1,0,3.03,3234.0,1,8000,0,4,10,,0,0.000938
74,2025-12-04 15:00:15,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_N,single_deblur,"[[0,1,0,0,0]]",[],16560.0,1.0,1,16560.0,0,1687552,345580,1,0,72.89,16560.0,1,8000,0,0,26,,0,0.004402
75,2025-12-04 15:00:15,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_N,single_gru,"[[0,0,1,0,0]]",[],1637.0,1.0,1,1637.0,7274496,2031616,4849664,1,0,0.66,1637.0,1,8000,0,111,31,,0,0.000401
76,2025-12-04 15:00:16,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_N,single_harris,"[[0,0,0,1,0]]",[],3991.0,1.0,1,3991.0,262144,901120,279420,1,0,5.17,3991.0,1,8000,0,4,14,,0,0.001296
77,2025-12-04 15:00:16,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_N,single_lstm,"[[0,0,0,0,1]]",[],5032.0,1.0,1,5032.0,4390912,1114112,10747904,1,0,4.99,5032.0,1,8000,0,67,17,,0,0.000992
78,2025-12-04 15:00:18,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_N,mixed_balanced,"[[1,1,1,1,1]]",[],8297.0,2.8,5,41485.0,11337728,4685824,18779160,4,1,111.44,18833.0,5,8000,0,173,72,27447626,0,0.005917
79,2025-12-04 15:00:19,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_N,mixed_vision_heavy,"[[2,2,0,2,0]]",[],14803.666667,3.0,6,88822.0,917504,3145728,4724784,3,3,269.81,27773.0,6,8000,0,14,49,84726924,0,0.009715
80,2025-12-04 15:00:20,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_N,mixed_ml_heavy,"[[0,0,2,0,2]]",[],24787.75,2.5,4,99151.0,3670016,1900544,55246848,0,4,116.62,24824.0,4,8000,0,56,29,1199,0,0.004698
81,2025-12-04 15:00:20,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,HetSched,single_canny,"[[1,0,0,0,0]]",[],3264.0,1.0,1,3264.0,196608,638976,82608,1,0,3.08,3264.0,1,8000,0,3,10,,0,0.000943
82,2025-12-04 15:00:21,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,HetSched,single_deblur,"[[0,1,0,0,0]]",[],16560.0,1.0,1,16560.0,0,1687552,345580,1,0,72.89,16560.0,1,8000,0,0,26,,0,0.004402
83,2025-12-04 15:00:22,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,HetSched,single_gru,"[[0,0,1,0,0]]",[],1912.0,1.0,1,1912.0,6750208,1507328,5898240,1,0,0.86,1912.0,1,8000,0,103,23,,0,0.000448
84,2025-12-04 15:00:22,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,HetSched,single_harris,"[[0,0,0,1,0]]",[],3991.0,1.0,1,3991.0,196608,901120,344956,1,0,5.17,3991.0,1,8000,0,3,14,,0,0.001296
85,2025-12-04 15:00:23,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,HetSched,single_lstm,"[[0,0,0,0,1]]",[],2391.0,1.0,1,2391.0,6815744,1703936,7733248,1,0,1.31,2391.0,1,8000,0,104,26,,0,0.00055
86,2025-12-04 15:00:24,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,HetSched,mixed_balanced,"[[1,1,1,1,1]]",[],6987.0,2.8,5,34935.0,13959168,5537792,15305752,4,1,101.81,17713.0,5,8000,0,213,85,35729334,0,0.005748
87,2025-12-04 15:00:25,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,HetSched,mixed_vision_heavy,"[[2,2,0,2,0]]",[],14692.0,3.0,6,88152.0,720896,3080192,4986928,4,2,285.31,28654.0,6,8000,0,11,48,87999456,0,0.009957
88,2025-12-04 15:00:26,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,HetSched,mixed_ml_heavy,"[[0,0,2,0,2]]",[],7966.25,2.5,4,31865.0,25952256,1310720,33554432,2,2,26.46,11053.0,4,8000,0,396,20,12506649,0,0.002394
89,2025-12-04 15:00:26,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,FCFS,single_canny,"[[1,0,0,0,0]]",[],3234.0,1.0,1,3234.0,262144,638976,17072,1,0,3.03,3234.0,1,8000,0,4,10,,0,0.000938
90,2025-12-04 15:00:27,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,FCFS,single_deblur,"[[0,1,0,0,0]]",[],16560.0,1.0,1,16560.0,0,1687552,345580,1,0,72.89,16560.0,1,8000,0,0,26,,0,0.004402
91,2025-12-04 15:00:28,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,FCFS,single_gru,"[[0,0,1,0,0]]",[],1907.0,1.0,1,1907.0,6619136,1638400,5898240,1,0,0.85,1907.0,1,8000,0,101,25,,0,0.000446
92,2025-12-04 15:00:28,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,FCFS,single_harris,"[[0,0,0,1,0]]",[],3991.0,1.0,1,3991.0,196608,901120,344956,1,0,5.17,3991.0,1,8000,0,3,14,,0,0.001296
93,2025-12-04 15:00:29,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,FCFS,single_lstm,"[[0,0,0,0,1]]",[],4003.0,1.0,1,4003.0,4063232,1572864,10616832,1,0,3.28,4003.0,1,8000,0,62,24,,0,0.000819
94,2025-12-04 15:00:30,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,FCFS,mixed_balanced,"[[1,1,1,1,1]]",[],7546.2,2.8,5,37731.0,10616832,5537792,18648088,4,1,115.2,19147.0,5,8000,0,162,85,37765487,0,0.006017
95,2025-12-04 15:00:31,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,FCFS,mixed_vision_heavy,"[[2,2,0,2,0]]",[],12751.666667,3.0,6,76510.0,524288,3538944,4724784,4,2,283.11,28504.0,6,8000,0,8,55,84969940,0,0.009932
96,2025-12-04 15:00:32,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,FCFS,mixed_ml_heavy,"[[0,0,2,0,2]]",[],20558.0,2.5,4,82232.0,3145728,2555904,55115776,0,4,88.03,21368.0,4,8000,0,48,39,835986,0,0.00412
97,2025-12-04 15:00:33,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,RELIEF,single_canny,"[[1,0,0,0,0]]",[],3234.0,1.0,1,3234.0,262144,638976,17072,1,0,3.03,3234.0,1,8000,12,4,10,,0,0.000938
98,2025-12-04 15:00:34,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,RELIEF,single_deblur,"[[0,1,0,0,0]]",[],16560.0,1.0,1,16560.0,0,1687552,345580,1,0,72.89,16560.0,1,8000,22,0,26,,0,0.004402
99,2025-12-04 15:00:34,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,RELIEF,single_gru,"[[0,0,1,0,0]]",[],1637.0,1.0,1,1637.0,7274496,2031616,4849664,1,0,0.66,1637.0,1,8000,120,111,31,,0,0.000401
100,2025-12-04 15:00:35,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,RELIEF,single_harris,"[[0,0,0,1,0]]",[],2670.0,1.0,1,2670.0,262144,1032192,148348,1,0,2.87,2670.0,1,8000,18,4,16,,0,0.001075
101,2025-12-04 15:00:35,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,RELIEF,single_lstm,"[[0,0,0,0,1]]",[],1719.0,1.0,1,1719.0,7405568,2752512,6094848,1,0,0.75,1719.0,1,8000,136,113,42,,0,0.000436
102,2025-12-04 15:00:36,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,RELIEF,mixed_balanced,"[[1,1,1,1,1]]",[],6040.6,2.8,5,30203.0,15400960,6963200,12438552,4,1,94.5,16761.0,5,8000,299,235,107,35612979,0,0.005638
