experiment_num,timestamp,soc_config,scheduler,workload_name,job_list,job_probabilities,ave_latency,average_concurrent_jobs,completed_jobs,cumulative_execution_time,data_colocated,data_forwarded,data_from_memory,deadlines_met,deadlines_missed,edp,execution_time,injected_jobs,memory_bandwidth,num_RELIEF_forwards,num_colocations,num_forwards,task_runtime_variance,time_moving_memory,total_energy
18,2025-12-04 15:12:18,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,GEDF_D,single_deblur,"[[0,1,0,0,0]]",[],16424.0,1.0,1,16424.0,0,1687552,345580,1,0,71.91,16424.0,1,16000,0,0,26,,0,0.004378
19,2025-12-04 15:12:18,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,GEDF_D,single_gru,"[[0,0,1,0,0]]",[],2123.0,1.0,1,2123.0,5636096,0,8519680,1,0,1.03,2123.0,1,16000,0,86,0,,0,0.000483
20,2025-12-04 15:12:19,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,GEDF_D,single_harris,"[[0,0,0,1,0]]",[],6840.0,1.0,1,6840.0,262144,638976,541564,1,0,12.3,6840.0,1,16000,0,4,10,,0,0.001799
21,2025-12-04 15:12:20,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,GEDF_D,single_lstm,"[[0,0,0,0,1]]",[],2823.0,1.0,1,2823.0,4128768,0,12124160,1,0,1.75,2823.0,1,16000,0,63,0,,0,0.000621
22,2025-12-04 15:12:21,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,GEDF_D,mixed_balanced,"[[1,1,1,1,1]]",[],9999.0,2.8,5,49995.0,10223616,1556480,23022616,4,1,174.58,25000.0,5,16000,0,156,24,74976708,0,0.006983
23,2025-12-04 15:12:22,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,GEDF_D,mixed_vision_heavy,"[[2,2,0,2,0]]",[],26812.166667,3.0,6,160873.0,917504,1982464,5888048,3,3,699.83,51148.0,6,16000,0,14,31,296896676,0,0.013682
24,2025-12-04 15:12:22,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,GEDF_D,mixed_ml_heavy,"[[0,0,2,0,2]]",[],10999.5,2.5,4,43998.0,5242880,0,55574528,0,4,29.42,11731.0,4,16000,0,80,0,689914,0,0.002508
25,2025-12-04 15:12:23,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,GEDF_N,single_canny,"[[1,0,0,0,0]]",[],3986.0,1.0,1,3986.0,327680,573440,17072,1,0,4.24,3986.0,1,16000,0,5,9,,0,0.001064
26,2025-12-04 15:12:24,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,GEDF_N,single_deblur,"[[0,1,0,0,0]]",[],16424.0,1.0,1,16424.0,0,1687552,345580,1,0,71.91,16424.0,1,16000,0,0,26,,0,0.004378
27,2025-12-04 15:12:24,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,GEDF_N,single_gru,"[[0,0,1,0,0]]",[],2211.0,1.0,1,2211.0,4653056,0,9502720,1,0,1.1,2211.0,1,16000,0,71,0,,0,0.000498
28,2025-12-04 15:12:25,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,GEDF_N,single_harris,"[[0,0,0,1,0]]",[],6645.0,1.0,1,6645.0,262144,507904,672636,1,0,11.73,6645.0,1,16000,0,4,8,,0,0.001765
29,2025-12-04 15:12:25,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,GEDF_N,single_lstm,"[[0,0,0,0,1]]",[],2976.0,1.0,1,2976.0,3080192,0,13172736,1,0,1.93,2976.0,1,16000,0,47,0,,0,0.000647
30,2025-12-04 15:12:26,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,GEDF_N,mixed_balanced,"[[1,1,1,1,1]]",[],12262.8,2.8,5,61314.0,7995392,1097728,25709592,3,2,168.35,24585.0,5,16000,0,122,17,86048865,0,0.006848
31,2025-12-04 15:12:27,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,GEDF_N,mixed_vision_heavy,"[[2,2,0,2,0]]",[],28373.833333,3.0,6,170243.0,1114112,2572288,5101616,2,4,635.5,48716.0,6,16000,0,17,40,28231938,0,0.013045
32,2025-12-04 15:12:28,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,GEDF_N,mixed_ml_heavy,"[[0,0,2,0,2]]",[],11870.5,2.5,4,47482.0,3276800,0,57540608,0,4,30.18,11904.0,4,16000,0,50,0,756,0,0.002535
33,2025-12-04 15:12:29,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,HetSched,single_canny,"[[1,0,0,0,0]]",[],3998.0,1.0,1,3998.0,262144,507904,148144,1,0,4.26,3998.0,1,16000,0,4,8,,0,0.001065
34,2025-12-04 15:12:29,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,HetSched,single_deblur,"[[0,1,0,0,0]]",[],16424.0,1.0,1,16424.0,0,1687552,345580,1,0,71.91,16424.0,1,16000,0,0,26,,0,0.004378
35,2025-12-04 15:12:30,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,HetSched,single_gru,"[[0,0,1,0,0]]",[],1897.0,1.0,1,1897.0,7274496,0,6881280,1,0,0.84,1897.0,1,16000,0,111,0,,0,0.000445
36,2025-12-04 15:12:31,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,HetSched,single_harris,"[[0,0,0,1,0]]",[],6840.0,1.0,1,6840.0,262144,638976,541564,1,0,12.3,6840.0,1,16000,0,4,10,,0,0.001799
37,2025-12-04 15:12:31,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,HetSched,single_lstm,"[[0,0,0,0,1]]",[],2546.0,1.0,1,2546.0,5701632,0,10551296,1,0,1.46,2546.0,1,16000,0,87,0,,0,0.000575
38,2025-12-04 15:12:32,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,HetSched,mixed_balanced,"[[1,1,1,1,1]]",[],10471.4,2.8,5,52357.0,13303808,1294336,20204568,4,1,169.49,24614.0,5,16000,0,203,20,82742765,0,0.006886
39,2025-12-04 15:12:33,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,HetSched,mixed_vision_heavy,"[[2,2,0,2,0]]",[],29145.833333,3.0,6,174875.0,983040,2834432,4970544,1,5,700.86,51293.0,6,16000,0,15,44,64619286,0,0.013664
40,2025-12-04 15:12:34,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,HetSched,mixed_ml_heavy,"[[0,0,2,0,2]]",[],5292.25,2.5,4,21169.0,25821184,0,34996224,3,1,17.83,8827.0,4,16000,0,394,0,9041287,0,0.00202
41,2025-12-04 15:12:35,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,FCFS,single_canny,"[[1,0,0,0,0]]",[],3998.0,1.0,1,3998.0,262144,507904,148144,1,0,4.26,3998.0,1,16000,0,4,8,,0,0.001065
42,2025-12-04 15:12:35,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,FCFS,single_deblur,"[[0,1,0,0,0]]",[],16424.0,1.0,1,16424.0,0,1687552,345580,1,0,71.91,16424.0,1,16000,0,0,26,,0,0.004378
43,2025-12-04 15:12:36,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,FCFS,single_gru,"[[0,0,1,0,0]]",[],2123.0,1.0,1,2123.0,5636096,0,8519680,1,0,1.03,2123.0,1,16000,0,86,0,,0,0.000483
44,2025-12-04 15:12:36,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,FCFS,single_harris,"[[0,0,0,1,0]]",[],6840.0,1.0,1,6840.0,262144,638976,541564,1,0,12.3,6840.0,1,16000,0,4,10,,0,0.001799
45,2025-12-04 15:12:37,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,FCFS,single_lstm,"[[0,0,0,0,1]]",[],2823.0,1.0,1,2823.0,4128768,0,12124160,1,0,1.75,2823.0,1,16000,0,63,0,,0,0.000621
46,2025-12-04 15:12:38,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,FCFS,mixed_balanced,"[[1,1,1,1,1]]",[],10693.0,2.8,5,53465.0,10158080,1490944,23153688,4,1,176.45,25143.0,5,16000,0,155,23,75668553,0,0.007018
47,2025-12-04 15:12:39,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,FCFS,mixed_vision_heavy,"[[2,2,0,2,0]]",[],26812.166667,3.0,6,160873.0,917504,1982464,5888048,3,3,699.83,51148.0,6,16000,0,14,31,296896676,0,0.013682
48,2025-12-04 15:12:40,SoC.i1_g1_cv1_h1_e1_c1_el1.txt,FCFS,mixed_ml_heavy,"[[0,0,2,0,2]]",[],10999.5,2.5,4,43998.0,5242880,0,55574528,0,4,29.42,11731.0,4,16000,0,80,0,689914,0,0.002508
49,2025-12-04 15:12:40,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,RELIEF,single_canny,"[[1,0,0,0,0]]",[],3210.0,1.0,1,3210.0,262144,638976,17072,1,0,3.0,3210.0,1,16000,12,4,10,,0,0.000935
50,2025-12-04 15:12:41,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,RELIEF,single_deblur,"[[0,1,0,0,0]]",[],16424.0,1.0,1,16424.0,0,1687552,345580,1,0,71.91,16424.0,1,16000,22,0,26,,0,0.004378
51,2025-12-04 15:12:42,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,RELIEF,single_gru,"[[0,0,1,0,0]]",[],1286.0,1.0,1,1286.0,7274496,2031616,4849664,1,0,0.44,1286.0,1,16000,120,111,31,,0,0.000343
52,2025-12-04 15:12:42,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,RELIEF,single_harris,"[[0,0,0,1,0]]",[],3943.0,1.0,1,3943.0,262144,901120,279420,1,0,5.08,3943.0,1,16000,17,4,14,,0,0.001288
53,2025-12-04 15:12:43,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,RELIEF,single_lstm,"[[0,0,0,0,1]]",[],1830.0,1.0,1,1830.0,7077888,1245184,7929856,1,0,0.83,1830.0,1,16000,128,108,19,,0,0.000456
54,2025-12-04 15:12:44,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,RELIEF,mixed_balanced,"[[1,1,1,1,1]]",[],7144.8,2.8,5,35724.0,15007744,4751360,15043608,4,1,100.98,17543.0,5,16000,285,229,73,38386646,0,0.005756
55,2025-12-04 15:12:45,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,RELIEF,mixed_vision_heavy,"[[2,2,0,2,0]]",[],16132.333333,3.0,6,96794.0,1048576,3342336,4397104,4,2,245.29,25899.0,6,16000,70,16,52,36040620,0,0.009471
56,2025-12-04 15:12:46,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,RELIEF,mixed_ml_heavy,"[[0,0,2,0,2]]",[],6331.25,2.5,4,25325.0,27525120,851968,32440320,4,0,10.28,6380.0,4,16000,451,420,13,2385,0,0.001611
57,2025-12-04 15:12:46,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,LL,single_canny,"[[1,0,0,0,0]]",[],3210.0,1.0,1,3210.0,262144,638976,17072,1,0,3.0,3210.0,1,16000,0,4,10,,0,0.000935
58,2025-12-04 15:12:47,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,LL,single_deblur,"[[0,1,0,0,0]]",[],16424.0,1.0,1,16424.0,0,1687552,345580,1,0,71.91,16424.0,1,16000,0,0,26,,0,0.004378
59,2025-12-04 15:12:48,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,LL,single_gru,"[[0,0,1,0,0]]",[],1286.0,1.0,1,1286.0,7274496,2031616,4849664,1,0,0.44,1286.0,1,16000,0,111,31,,0,0.000343
60,2025-12-04 15:12:48,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,LL,single_harris,"[[0,0,0,1,0]]",[],3943.0,1.0,1,3943.0,262144,901120,279420,1,0,5.08,3943.0,1,16000,0,4,14,,0,0.001288
61,2025-12-04 15:12:49,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,LL,single_lstm,"[[0,0,0,0,1]]",[],2652.0,1.0,1,2652.0,4194304,1048576,11010048,1,0,1.57,2652.0,1,16000,0,64,16,,0,0.000594
62,2025-12-04 15:12:50,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,LL,mixed_balanced,"[[1,1,1,1,1]]",[],7046.6,2.8,5,35233.0,11927552,5406720,17468440,4,1,98.88,17468.0,5,16000,0,182,83,32683771,0,0.00566
63,2025-12-04 15:12:51,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,LL,mixed_vision_heavy,"[[2,2,0,2,0]]",[],16227.333333,3.0,6,97364.0,983040,3342336,4462640,4,2,260.73,27050.0,6,16000,0,15,52,25770665,0,0.009639
64,2025-12-04 15:12:52,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,LL,mixed_ml_heavy,"[[0,0,2,0,2]]",[],13933.5,2.5,4,55734.0,3407872,1966080,55443456,0,4,40.17,13954.0,4,16000,0,52,30,349,0,0.002879
65,2025-12-04 15:12:52,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_D,single_canny,"[[1,0,0,0,0]]",[],3210.0,1.0,1,3210.0,262144,638976,17072,1,0,3.0,3210.0,1,16000,0,4,10,,0,0.000935
66,2025-12-04 15:12:53,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_D,single_deblur,"[[0,1,0,0,0]]",[],16424.0,1.0,1,16424.0,0,1687552,345580,1,0,71.91,16424.0,1,16000,0,0,26,,0,0.004378
67,2025-12-04 15:12:54,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_D,single_gru,"[[0,0,1,0,0]]",[],1454.0,1.0,1,1454.0,6553600,1703936,5898240,1,0,0.54,1454.0,1,16000,0,100,26,,0,0.000371
68,2025-12-04 15:12:54,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_D,single_harris,"[[0,0,0,1,0]]",[],3944.0,1.0,1,3944.0,196608,901120,344956,1,0,5.08,3944.0,1,16000,0,3,14,,0,0.001288
69,2025-12-04 15:12:55,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_D,single_lstm,"[[0,0,0,0,1]]",[],2440.0,1.0,1,2440.0,3932160,1638400,10682368,1,0,1.36,2440.0,1,16000,0,60,25,,0,0.000558
70,2025-12-04 15:12:56,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_D,mixed_balanced,"[[1,1,1,1,1]]",[],6915.4,2.8,5,34577.0,10878976,5472256,18451480,4,1,115.01,19177.0,5,16000,0,166,84,46069861,0,0.005997
71,2025-12-04 15:12:57,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_D,mixed_vision_heavy,"[[2,2,0,2,0]]",[],13568.333333,3.0,6,81410.0,524288,3670016,4593712,4,2,241.13,25603.0,6,16000,0,8,57,69359573,0,0.009418
72,2025-12-04 15:12:58,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_D,mixed_ml_heavy,"[[0,0,2,0,2]]",[],12687.5,2.5,4,50750.0,3735552,2293760,54788096,0,4,36.07,13144.0,4,16000,0,57,35,274690,0,0.002744
73,2025-12-04 15:12:59,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_N,single_canny,"[[1,0,0,0,0]]",[],3210.0,1.0,1,3210.0,262144,638976,17072,1,0,3.0,3210.0,1,16000,0,4,10,,0,0.000935
74,2025-12-04 15:12:59,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_N,single_deblur,"[[0,1,0,0,0]]",[],16424.0,1.0,1,16424.0,0,1687552,345580,1,0,71.91,16424.0,1,16000,0,0,26,,0,0.004378
75,2025-12-04 15:13:00,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_N,single_gru,"[[0,0,1,0,0]]",[],1286.0,1.0,1,1286.0,7274496,2031616,4849664,1,0,0.44,1286.0,1,16000,0,111,31,,0,0.000343
76,2025-12-04 15:13:00,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_N,single_harris,"[[0,0,0,1,0]]",[],3943.0,1.0,1,3943.0,262144,901120,279420,1,0,5.08,3943.0,1,16000,0,4,14,,0,0.001288
77,2025-12-04 15:13:01,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_N,single_lstm,"[[0,0,0,0,1]]",[],2652.0,1.0,1,2652.0,4194304,1048576,11010048,1,0,1.57,2652.0,1,16000,0,64,16,,0,0.000594
78,2025-12-04 15:13:02,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_N,mixed_balanced,"[[1,1,1,1,1]]",[],6878.0,2.8,5,34390.0,11862016,5144576,17796120,4,1,94.68,16959.0,5,16000,0,181,79,30574512,0,0.005583
79,2025-12-04 15:13:03,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_N,mixed_vision_heavy,"[[2,2,0,2,0]]",[],15881.833333,3.0,6,95291.0,917504,3145728,4724784,4,2,243.98,26061.0,6,16000,0,14,49,34067568,0,0.009362
80,2025-12-04 15:13:04,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,GEDF_N,mixed_ml_heavy,"[[0,0,2,0,2]]",[],14079.25,2.5,4,56317.0,3211264,1900544,55705600,0,4,40.96,14108.0,4,16000,0,49,29,872,0,0.002904
81,2025-12-04 15:13:05,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,HetSched,single_canny,"[[1,0,0,0,0]]",[],3224.0,1.0,1,3224.0,196608,638976,82608,1,0,3.02,3224.0,1,16000,0,3,10,,0,0.000936
82,2025-12-04 15:13:05,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,HetSched,single_deblur,"[[0,1,0,0,0]]",[],16424.0,1.0,1,16424.0,0,1687552,345580,1,0,71.91,16424.0,1,16000,0,0,26,,0,0.004378
83,2025-12-04 15:13:06,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,HetSched,single_gru,"[[0,0,1,0,0]]",[],1473.0,1.0,1,1473.0,6750208,1507328,5898240,1,0,0.55,1473.0,1,16000,0,103,23,,0,0.000374
84,2025-12-04 15:13:06,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,HetSched,single_harris,"[[0,0,0,1,0]]",[],3944.0,1.0,1,3944.0,196608,901120,344956,1,0,5.08,3944.0,1,16000,0,3,14,,0,0.001288
85,2025-12-04 15:13:07,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,HetSched,single_lstm,"[[0,0,0,0,1]]",[],1654.0,1.0,1,1654.0,6225920,1048576,8978432,1,0,0.7,1654.0,1,16000,0,95,16,,0,0.000426
86,2025-12-04 15:13:08,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,HetSched,mixed_balanced,"[[1,1,1,1,1]]",[],7041.0,2.8,5,35205.0,13238272,4947968,16616472,4,1,111.57,18743.0,5,16000,0,202,76,43230975,0,0.005953
87,2025-12-04 15:13:09,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,HetSched,mixed_vision_heavy,"[[2,2,0,2,0]]",[],15268.833333,3.0,6,91613.0,589824,3080192,5118000,4,2,245.67,26063.0,6,16000,0,9,48,53014428,0,0.009426
88,2025-12-04 15:13:10,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,HetSched,mixed_ml_heavy,"[[0,0,2,0,2]]",[],5116.5,2.5,4,20466.0,26673152,1507328,32636928,4,0,11.6,6856.0,4,16000,0,407,23,3955368,0,0.001692
89,2025-12-04 15:13:11,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,FCFS,single_canny,"[[1,0,0,0,0]]",[],3210.0,1.0,1,3210.0,262144,638976,17072,1,0,3.0,3210.0,1,16000,0,4,10,,0,0.000935
90,2025-12-04 15:13:11,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,FCFS,single_deblur,"[[0,1,0,0,0]]",[],16424.0,1.0,1,16424.0,0,1687552,345580,1,0,71.91,16424.0,1,16000,0,0,26,,0,0.004378
91,2025-12-04 15:13:12,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,FCFS,single_gru,"[[0,0,1,0,0]]",[],1454.0,1.0,1,1454.0,6553600,1703936,5898240,1,0,0.54,1454.0,1,16000,0,100,26,,0,0.000371
92,2025-12-04 15:13:12,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,FCFS,single_harris,"[[0,0,0,1,0]]",[],3944.0,1.0,1,3944.0,196608,901120,344956,1,0,5.08,3944.0,1,16000,0,3,14,,0,0.001288
93,2025-12-04 15:13:13,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,FCFS,single_lstm,"[[0,0,0,0,1]]",[],2440.0,1.0,1,2440.0,3932160,1638400,10682368,1,0,1.36,2440.0,1,16000,0,60,25,,0,0.000558
94,2025-12-04 15:13:14,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,FCFS,mixed_balanced,"[[1,1,1,1,1]]",[],6925.8,2.8,5,34629.0,10813440,5472256,18517016,4,1,114.26,19135.0,5,16000,0,165,84,45336246,0,0.005971
95,2025-12-04 15:13:15,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,FCFS,mixed_vision_heavy,"[[2,2,0,2,0]]",[],13568.333333,3.0,6,81410.0,524288,3670016,4593712,4,2,241.13,25603.0,6,16000,0,8,57,69359573,0,0.009418
96,2025-12-04 15:13:16,SoC.i2_g2_cv2_h2_e2_c2_el2.txt,FCFS,mixed_ml_heavy,"[[0,0,2,0,2]]",[],12687.5,2.5,4,50750.0,3735552,2293760,54788096,0,4,36.07,13144.0,4,16000,0,57,35,274690,0,0.002744
97,2025-12-04 15:13:17,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,RELIEF,single_canny,"[[1,0,0,0,0]]",[],3210.0,1.0,1,3210.0,262144,638976,17072,1,0,3.0,3210.0,1,16000,12,4,10,,0,0.000935
98,2025-12-04 15:13:17,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,RELIEF,single_deblur,"[[0,1,0,0,0]]",[],16424.0,1.0,1,16424.0,0,1687552,345580,1,0,71.91,16424.0,1,16000,22,0,26,,0,0.004378
99,2025-12-04 15:13:18,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,RELIEF,single_gru,"[[0,0,1,0,0]]",[],1286.0,1.0,1,1286.0,7274496,2031616,4849664,1,0,0.44,1286.0,1,16000,120,111,31,,0,0.000343
100,2025-12-04 15:13:19,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,RELIEF,single_harris,"[[0,0,0,1,0]]",[],2630.0,1.0,1,2630.0,262144,1032192,148348,1,0,2.81,2630.0,1,16000,18,4,16,,0,0.001069
101,2025-12-04 15:13:19,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,RELIEF,single_lstm,"[[0,0,0,0,1]]",[],1312.0,1.0,1,1312.0,7143424,2949120,6160384,1,0,0.48,1312.0,1,16000,136,109,45,,0,0.000369
102,2025-12-04 15:13:20,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,RELIEF,mixed_balanced,"[[1,1,1,1,1]]",[],5504.6,2.8,5,27523.0,14680064,7487488,12635160,5,0,88.68,16259.0,5,16000,299,224,115,36132035,0,0.005454
